objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
fmt000041,Kepler Alpha cutting patterns,,1991-06-17,Kepler Alpha cutting patterns,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000041_1991-06-17_arup_lorraine_lin_kepler_alpha_cutting_patterns.pdf,objects/small/fmt000041_1991-06-17_arup_lorraine_lin_kepler_alpha_cutting_patterns_sm.jpg,objects/thumbs/fmt000041_1991-06-17_arup_lorraine_lin_kepler_alpha_cutting_patterns_th.jpg,Kepler Alpha cutting patterns,
fmt000042,TPL plan,,1991,TPL plan,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000042_1991_arup_tpl_plan.pdf,objects/small/fmt000042_1991_arup_tpl_plan_sm.jpg,objects/thumbs/fmt000042_1991_arup_tpl_plan_th.jpg,TPL plan,
fmt000043,Chemically Treated glass,,1991-12-02,Chemically Treated glass,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000043_1991-12-02_arup_andy_sedgwick_chemically_treated_glass.pdf,objects/small/fmt000043_1991-12-02_arup_andy_sedgwick_chemically_treated_glass_sm.jpg,objects/thumbs/fmt000043_1991-12-02_arup_andy_sedgwick_chemically_treated_glass_th.jpg,Chemically Treated glass,
fmt000044,Written text request,,1992-06-03,Written text request,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000044_1992-06-03_arup_barbara_campbell_written_text_request.pdf,objects/small/fmt000044_1992-06-03_arup_barbara_campbell_written_text_request_sm.jpg,objects/thumbs/fmt000044_1992-06-03_arup_barbara_campbell_written_text_request_th.jpg,Written text request,
fmt000045,Vega and Deneb mirrors,,1992-06-12,Vega and Deneb mirrors,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000045_1992-06-12_arup_conal_loughrey_vega_and_deneb_mirrors.pdf,objects/small/fmt000045_1992-06-12_arup_conal_loughrey_vega_and_deneb_mirrors_sm.jpg,objects/thumbs/fmt000045_1992-06-12_arup_conal_loughrey_vega_and_deneb_mirrors_th.jpg,Vega and Deneb mirrors,
fmt000046,Missing coordinates,,1992-06-15,Missing coordinates,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000046_1992-06-15_arup_andy_sedgwick_missing_coordinates.pdf,objects/small/fmt000046_1992-06-15_arup_andy_sedgwick_missing_coordinates_sm.jpg,objects/thumbs/fmt000046_1992-06-15_arup_andy_sedgwick_missing_coordinates_th.jpg,Missing coordinates,
fmt000047,Dossier Ateliers de Gourgoubès,,1989-06-09,Dossier Ateliers de Gourgoubès,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000047_1989-06-09_humbert_camerlo_to_peter_rice_dossier_ateliers_de_gourgoubes.pdf,objects/small/fmt000047_1989-06-09_humbert_camerlo_to_peter_rice_dossier_ateliers_de_gourgoubes_sm.jpg,objects/thumbs/fmt000047_1989-06-09_humbert_camerlo_to_peter_rice_dossier_ateliers_de_gourgoubes_th.jpg,Dossier Ateliers de Gourgoubès,
fmt000048,Moon collectors,,1991-01-07,Moon collectors,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000048_1991-01-07_humbert_camerlo_to_peter_rice_moon_collectors.pdf,objects/small/fmt000048_1991-01-07_humbert_camerlo_to_peter_rice_moon_collectors_sm.jpg,objects/thumbs/fmt000048_1991-01-07_humbert_camerlo_to_peter_rice_moon_collectors_th.jpg,Moon collectors,
fmt000049,FMT programme,,1991-02-01,FMT programme,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000049_1991-02-01_humbert_camerlo_to_peter_rice_fmt_programme.pdf,objects/small/fmt000049_1991-02-01_humbert_camerlo_to_peter_rice_fmt_programme_sm.jpg,objects/thumbs/fmt000049_1991-02-01_humbert_camerlo_to_peter_rice_fmt_programme_th.jpg,FMT programme,
fmt000050,TPL plan,,1991-02-12,TPL plan,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000050_1991-02-12_humbert_camerlo_to_andy_sedgwick_tpl_plan.pdf,objects/small/fmt000050_1991-02-12_humbert_camerlo_to_andy_sedgwick_tpl_plan_sm.jpg,objects/thumbs/fmt000050_1991-02-12_humbert_camerlo_to_andy_sedgwick_tpl_plan_th.jpg,TPL plan,
fmt000051,Student workshop,,1991,Student workshop,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000051_1991_humbert_camerlo_to_peter_rice_student_workshop.pdf,objects/small/fmt000051_1991_humbert_camerlo_to_peter_rice_student_workshop_sm.jpg,objects/thumbs/fmt000051_1991_humbert_camerlo_to_peter_rice_student_workshop_th.jpg,Student workshop,
fmt000052,Penn university,,1991-01,Penn university,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000052_1991-01_humbert_camerlo_to_alexandre_cot_penn_university.pdf,objects/small/fmt000052_1991-01_humbert_camerlo_to_alexandre_cot_penn_university_sm.jpg,objects/thumbs/fmt000052_1991-01_humbert_camerlo_to_alexandre_cot_penn_university_th.jpg,Penn university,
fmt000053,Julia's wedding,,1992-01-21,Julia's wedding,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000053_1992-01-21_humbert_camerlo_to_peter_rice_julia_wedding.pdf,objects/small/fmt000053_1992-01-21_humbert_camerlo_to_peter_rice_julia_wedding_sm.jpg,objects/thumbs/fmt000053_1992-01-21_humbert_camerlo_to_peter_rice_julia_wedding_th.jpg,Julia's wedding,
fmt000054,Scaffolding,,1992-03-17,Scaffolding,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000054_1992-03-17_humbert_camerlo_to_peter_rice_scaffolding.pdf,objects/small/fmt000054_1992-03-17_humbert_camerlo_to_peter_rice_scaffolding_sm.jpg,objects/thumbs/fmt000054_1992-03-17_humbert_camerlo_to_peter_rice_scaffolding_th.jpg,Scaffolding,
fmt000055,Text on Peter Rice,,1992-06-04,Text on Peter Rice,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000055_1992-06-04_humbert_camerlo_to_barbara_campbell_text_on_peter_rice.pdf,objects/small/fmt000055_1992-06-04_humbert_camerlo_to_barbara_campbell_text_on_peter_rice_sm.jpg,objects/thumbs/fmt000055_1992-06-04_humbert_camerlo_to_barbara_campbell_text_on_peter_rice_th.jpg,Text on Peter Rice,
fmt000056,Congratulations to Peter Rice,,1992-06-29,Congratulations to Peter Rice,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000056_1992-06-29_humbert_camerlo_to_peter_rice_congratulations_message.pdf,objects/small/fmt000056_1992-06-29_humbert_camerlo_to_peter_rice_congratulations_message_sm.jpg,objects/thumbs/fmt000056_1992-06-29_humbert_camerlo_to_peter_rice_congratulations_message_th.jpg,Congratulations to Peter Rice,
fmt000057,Message to Mr Casado,,1992,Message to Mr Casado,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000057_1992_humbert_camerlo_to_mr_casado.pdf,objects/small/fmt000057_1992_humbert_camerlo_to_mr_casado_sm.jpg,objects/thumbs/fmt000057_1992_humbert_camerlo_to_mr_casado_th.jpg,Message to Mr Casado,
fmt000058,Message to Mr Nasi,,1991-12-17,Message to Mr Nasi,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000058_1991-12-17_humbert_camerlo_to_mr_nasi.pdf,objects/small/fmt000058_1991-12-17_humbert_camerlo_to_mr_nasi_sm.jpg,objects/thumbs/fmt000058_1991-12-17_humbert_camerlo_to_mr_nasi_th.jpg,Message to Mr Nasi,
fmt000059,Message to Mr Vischi,,1992-02-20,Message to Mr Vischi,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000059_1992-02-20_humbert_camerlo_to_mr_vischi.pdf,objects/small/fmt000059_1992-02-20_humbert_camerlo_to_mr_vischi_sm.jpg,objects/thumbs/fmt000059_1992-02-20_humbert_camerlo_to_mr_vischi_th.jpg,Message to Mr Vischi,
fmt000060,Message to Mr Nasi,,1992-02-20,Message to Mr Nasi,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000060_1992-02-20_humbert_camerlo_to_mr_nasi.pdf,objects/small/fmt000060_1992-02-20_humbert_camerlo_to_mr_nasi_sm.jpg,objects/thumbs/fmt000060_1992-02-20_humbert_camerlo_to_mr_nasi_th.jpg,Message to Mr Nasi,
fmt000061,Message to Mr Fallick,,1992,Message to Mr Fallick,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000061_1992_humbert_camerlo_to_mr_fallick.pdf,objects/small/fmt000061_1992_humbert_camerlo_to_mr_fallick_sm.jpg,objects/thumbs/fmt000061_1992_humbert_camerlo_to_mr_fallick_th.jpg,Message to Mr Fallick,
fmt000062,Mirrors orientation,,1992-04-07,Mirrors orientation,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000062_1992-04-07_TLP-NP_1.pdf,objects/small/fmt000062_1992-04-07_TLP-NP_1_sm.jpg,objects/thumbs/fmt000062_1992-04-07_TLP-NP_1_th.jpg,Mirrors orientation,
fmt000063,Prototype calculations,,1992-04-08,Prototype calculations,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000063_1992-04-08_TLP-NP_3proto_92.pdf,objects/small/fmt000063_1992-04-08_TLP-NP_3proto_92_sm.jpg,objects/thumbs/fmt000063_1992-04-08_TLP-NP_3proto_92_th.jpg,Prototype calculations,
fmt000064,Prototype fabrication,,1992-04-09,Prototype fabrication,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000064_1992-04-09_TLP-NP_2.pdf,objects/small/fmt000064_1992-04-09_TLP-NP_2_sm.jpg,objects/thumbs/fmt000064_1992-04-09_TLP-NP_2_th.jpg,Prototype fabrication,
fmt000065,Parabolic geometry,,1992-04-11,Parabolic geometry,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000065_1992-04-11_TLP-NP_4.pdf,objects/small/fmt000065_1992-04-11_TLP-NP_4_sm.jpg,objects/thumbs/fmt000065_1992-04-11_TLP-NP_4_th.jpg,Parabolic geometry,
fmt000066,Railing detail,,1992-04-16,Railing detail,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000066_1992-04-16_TLP-NP_5.pdf,objects/small/fmt000066_1992-04-16_TLP-NP_5_sm.jpg,objects/thumbs/fmt000066_1992-04-16_TLP-NP_5_th.jpg,Railing detail,
fmt000067,Scaffolding plan,,1992-06-01,Scaffolding plan,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000067_1992-06-01_TLP-NP_22corec_entrepose.pdf,objects/small/fmt000067_1992-06-01_TLP-NP_22corec_entrepose_sm.jpg,objects/thumbs/fmt000067_1992-06-01_TLP-NP_22corec_entrepose_th.jpg,Scaffolding plan,
fmt000068,Prototype photos,,1992-04-22,Prototype photos,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000068_1992-04-22_TLP-NP_6.pdf,objects/small/fmt000068_1992-04-22_TLP-NP_6_sm.jpg,objects/thumbs/fmt000068_1992-04-22_TLP-NP_6_th.jpg,Prototype photos,
fmt000069,Prototype photos,,1992-04-22,Prototype photos,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000069_1992-04-22_TLP-NP_7.pdf,objects/small/fmt000069_1992-04-22_TLP-NP_7_sm.jpg,objects/thumbs/fmt000069_1992-04-22_TLP-NP_7_th.jpg,Prototype photos,
fmt000070,Message to Mr Nasi,,1992-04-23,Message to Mr Nasi,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000070_1992-04-23_TPL-NP_Nasi.pdf,objects/small/fmt000070_1992-04-23_TPL-NP_Nasi_sm.jpg,objects/thumbs/fmt000070_1992-04-23_TPL-NP_Nasi_th.jpg,Message to Mr Nasi,
fmt000071,Portal drawings,,1992-04-23,Portal drawings,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000071_1992-04-23_TLP-NP_8.pdf,objects/small/fmt000071_1992-04-23_TLP-NP_8_sm.jpg,objects/thumbs/fmt000071_1992-04-23_TLP-NP_8_th.jpg,Portal drawings,
fmt000072,Portal drawings,,1992-04-24,Portal drawings,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000072_1992-04-24_rfr_nicolas_prouve.pdf,objects/small/fmt000072_1992-04-24_rfr_nicolas_prouve_sm.jpg,objects/thumbs/fmt000072_1992-04-24_rfr_nicolas_prouve_th.jpg,Portal drawings,
fmt000073,Message to Mr Casado,,1992-04-24,Message to Mr Casado,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000073_1992-04-24_TLP-NP_10.pdf,objects/small/fmt000073_1992-04-24_TLP-NP_10_sm.jpg,objects/thumbs/fmt000073_1992-04-24_TLP-NP_10_th.jpg,Message to Mr Casado,
fmt000074,Portal sketches,,1992-04-27,Portal sketches,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000074_1992-04-27_TLP-NP_11.pdf,objects/small/fmt000074_1992-04-27_TLP-NP_11_sm.jpg,objects/thumbs/fmt000074_1992-04-27_TLP-NP_11_th.jpg,Portal sketches,
fmt000075,Collectors positions,,1992-04-28,Collectors positions,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000075_1992-04-28_rfr_nicolas_prouve.pdf,objects/small/fmt000075_1992-04-28_rfr_nicolas_prouve_sm.jpg,objects/thumbs/fmt000075_1992-04-28_rfr_nicolas_prouve_th.jpg,Collectors positions,
fmt000076,Connection detail,,1992-04-29,Connection detail,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000076_1992-04-29_rfr_nicolas_prouve.pdf,objects/small/fmt000076_1992-04-29_rfr_nicolas_prouve_sm.jpg,objects/thumbs/fmt000076_1992-04-29_rfr_nicolas_prouve_th.jpg,Connection detail,
fmt000077,Portal railings,,1992-04-29,Portal railings,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000077_1992-04-29_TLP-NP_12.pdf,objects/small/fmt000077_1992-04-29_TLP-NP_12_sm.jpg,objects/thumbs/fmt000077_1992-04-29_TLP-NP_12_th.jpg,Portal railings,
fmt000078,Railing detail,,1992-04-29,Railing detail,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000078_1992-04-29_TLP-NP_13.pdf,objects/small/fmt000078_1992-04-29_TLP-NP_13_sm.jpg,objects/thumbs/fmt000078_1992-04-29_TLP-NP_13_th.jpg,Railing detail,
fmt000079,Collectors positions sketch,,1992-04-29,Collectors positions sketch,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000079_1992-04-29_TLP-NP_14.pdf,objects/small/fmt000079_1992-04-29_TLP-NP_14_sm.jpg,objects/thumbs/fmt000079_1992-04-29_TLP-NP_14_th.jpg,Collectors positions sketch,
fmt000080,Peter Rice RIBA Exhibition text,,1992-05-07,Peter Rice RIBA Exhibition text,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,en,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000080_1992-05-07_rfr_barbara_campbell.pdf,objects/small/fmt000080_1992-05-07_rfr_barbara_campbell_sm.jpg,objects/thumbs/fmt000080_1992-05-07_rfr_barbara_campbell_th.jpg,Peter Rice RIBA Exhibition text,
fmt000081,Trolleys documentation,,1992-05-07,Trolleys documentation,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000081_1992-05-07_TLP-NP_1_ rails.pdf,objects/small/fmt000081_1992-05-07_TLP-NP_1_ rails_sm.jpg,objects/thumbs/fmt000081_1992-05-07_TLP-NP_1_ rails_th.jpg,Trolleys documentation,
fmt000082,Rails fixings message,,1992-05-08,Rails fixings message,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000082_1992-05-08_TLP-NP_16_poisson.pdf,objects/small/fmt000082_1992-05-08_TLP-NP_16_poisson_sm.jpg,objects/thumbs/fmt000082_1992-05-08_TLP-NP_16_poisson_th.jpg,Rails fixings message,
fmt000083,Rails fixings details,,1992-05-08,Rails fixings details,fax,,,,Humbert Camerlo archive,,Fax,application/pdf,fr,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the Humbert Camerlo Estate and Full Moon Theatre Project. For other uses beyond free use, please contact theatredelapleinelune@gmail.com.",https://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,objects/fmt000083_1992-05-08_TLP-NP_16_rayons.pdf,objects/small/fmt000083_1992-05-08_TLP-NP_16_rayons_sm.jpg,objects/thumbs/fmt000083_1992-05-08_TLP-NP_16_rayons_th.jpg,Rails fixings details,
